x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_group__groupe_periode,period_value__valeur_periode,province__province,year__annee,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_min__temp_min,temp_min_units__temp_min_unites,temp_max__temp_max,temp_max_units__temp_max_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-71.9,46.6,46.6,-71.9,7011983.2006,7011983,Annual,Ann,QC,2006,5.4,C,-0.3,C,11.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2007,7011983,Annual,Ann,QC,2007,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2008,7011983,Annual,Ann,QC,2008,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2009,7011983,Annual,Ann,QC,2009,3.9,C,-2.4,C,10.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2010,7011983,Annual,Ann,QC,2010,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2011,7011983,Annual,Ann,QC,2011,5,C,-1,C,11,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2012,7011983,Annual,Ann,QC,2012,5.5,C,-1.3,C,12.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2013,7011983,Annual,Ann,QC,2013,4.5,C,-1.9,C,10.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2014,7011983,Annual,Ann,QC,2014,4.1,C,-2.5,C,10.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2015,7011983,Annual,Ann,QC,2015,4,C,-2.8,C,10.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2016,7011983,Annual,Ann,QC,2016,4.9,C,-1.6,C,11.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2017,7011983,Annual,Ann,QC,2017,4.7,C,-1.6,C,10.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2018,7011983,Annual,Ann,QC,2018,4.2,C,-2.4,C,10.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.9,46.6,46.6,-71.9,7011983.2019,7011983,Annual,Ann,QC,2019,3.4,C,-3.2,C,10,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1990,7012071,Annual,Ann,QC,1990,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1991,7012071,Annual,Ann,QC,1991,,C,,C,,C,-9999.9,mm,-9999.9,mm,287,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1992,7012071,Annual,Ann,QC,1992,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1993,7012071,Annual,Ann,QC,1993,,C,,C,,C,1442.8,mm,1135.9,mm,306.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1994,7012071,Annual,Ann,QC,1994,,C,,C,,C,1378.3,mm,1051.8,mm,326.6,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1995,7012071,Annual,Ann,QC,1995,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1996,7012071,Annual,Ann,QC,1996,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1997,7012071,Annual,Ann,QC,1997,,C,,C,,C,1302,mm,816.4,mm,485.7,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1998,7012071,Annual,Ann,QC,1998,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.1999,7012071,Annual,Ann,QC,1999,,C,,C,,C,1111.5,mm,926.7,mm,184.8,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2000,7012071,Annual,Ann,QC,2000,,C,,C,,C,1242.6,mm,914.4,mm,328.2,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2001,7012071,Annual,Ann,QC,2001,,C,,C,,C,1038.8,mm,795.2,mm,243.5,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2002,7012071,Annual,Ann,QC,2002,,C,,C,,C,1007.4,mm,656.6,mm,350.7,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2003,7012071,Annual,Ann,QC,2003,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2004,7012071,Annual,Ann,QC,2004,,C,,C,,C,1142.3,mm,849.1,mm,293.2,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2005,7012071,Annual,Ann,QC,2005,,C,,C,,C,1456.6,mm,1145.1,mm,311.5,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2006,7012071,Annual,Ann,QC,2006,,C,,C,,C,1361.7,mm,1120.9,mm,240.8,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2007,7012071,Annual,Ann,QC,2007,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2008,7012071,Annual,Ann,QC,2008,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2009,7012071,Annual,Ann,QC,2009,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2010,7012071,Annual,Ann,QC,2010,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2011,7012071,Annual,Ann,QC,2011,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2012,7012071,Annual,Ann,QC,2012,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2013,7012071,Annual,Ann,QC,2013,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2014,7012071,Annual,Ann,QC,2014,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2015,7012071,Annual,Ann,QC,2015,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2016,7012071,Annual,Ann,QC,2016,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.7333,46.6833,46.6833,-71.7333,7012071.2017,7012071,Annual,Ann,QC,2017,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-70.81,47,47,-70.81,70132G9.1990,70132G9,Annual,Ann,QC,1990,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1991,70132G9,Annual,Ann,QC,1991,,C,,C,,C,,mm,,mm,,mm,1014.8,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1992,70132G9,Annual,Ann,QC,1992,,C,,C,,C,,mm,,mm,,mm,1014.8,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1993,70132G9,Annual,Ann,QC,1993,,C,,C,,C,,mm,,mm,,mm,1015.2,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1994,70132G9,Annual,Ann,QC,1994,,C,,C,,C,,mm,,mm,,mm,1014.5,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1995,70132G9,Annual,Ann,QC,1995,,C,,C,,C,,mm,,mm,,mm,1014,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1996,70132G9,Annual,Ann,QC,1996,,C,,C,,C,,mm,,mm,,mm,1014.2,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1997,70132G9,Annual,Ann,QC,1997,,C,,C,,C,,mm,,mm,,mm,1012.3,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1998,70132G9,Annual,Ann,QC,1998,,C,,C,,C,,mm,,mm,,mm,1013.6,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.1999,70132G9,Annual,Ann,QC,1999,,C,,C,,C,,mm,,mm,,mm,1014.6,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2000,70132G9,Annual,Ann,QC,2000,,C,,C,,C,,mm,,mm,,mm,1014.7,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2001,70132G9,Annual,Ann,QC,2001,,C,,C,,C,,mm,,mm,,mm,1015.4,hPa,1014.6,hPa,,kph
-70.81,47,47,-70.81,70132G9.2002,70132G9,Annual,Ann,QC,2002,,C,,C,,C,,mm,,mm,,mm,1015.1,hPa,1014.4,hPa,,kph
-70.81,47,47,-70.81,70132G9.2003,70132G9,Annual,Ann,QC,2003,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,1014.4,hPa,,kph
-70.81,47,47,-70.81,70132G9.2004,70132G9,Annual,Ann,QC,2004,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,1015.5,hPa,,kph
-70.81,47,47,-70.81,70132G9.2005,70132G9,Annual,Ann,QC,2005,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,1015.3,hPa,,kph
-70.81,47,47,-70.81,70132G9.2006,70132G9,Annual,Ann,QC,2006,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2007,70132G9,Annual,Ann,QC,2007,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2008,70132G9,Annual,Ann,QC,2008,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2009,70132G9,Annual,Ann,QC,2009,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2010,70132G9,Annual,Ann,QC,2010,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2011,70132G9,Annual,Ann,QC,2011,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2012,70132G9,Annual,Ann,QC,2012,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2013,70132G9,Annual,Ann,QC,2013,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.81,47,47,-70.81,70132G9.2014,70132G9,Annual,Ann,QC,2014,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1990,7013362,Annual,Ann,QC,1990,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1991,7013362,Annual,Ann,QC,1991,,C,,C,,C,997.9,mm,766.4,mm,231.5,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1992,7013362,Annual,Ann,QC,1992,,C,,C,,C,-9999.9,mm,-9999.9,mm,183.2,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1993,7013362,Annual,Ann,QC,1993,,C,,C,,C,1211.9,mm,892.2,mm,319.6,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1994,7013362,Annual,Ann,QC,1994,,C,,C,,C,1112.2,mm,804.6,mm,307.6,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1995,7013362,Annual,Ann,QC,1995,,C,,C,,C,1122.3,mm,831.7,mm,290.6,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1996,7013362,Annual,Ann,QC,1996,,C,,C,,C,1252.5,mm,1075,mm,177.5,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1997,7013362,Annual,Ann,QC,1997,,C,,C,,C,968.1,mm,536,mm,432.1,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1998,7013362,Annual,Ann,QC,1998,,C,,C,,C,969.5,mm,740.4,mm,229.1,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.1999,7013362,Annual,Ann,QC,1999,,C,,C,,C,1079.3,mm,826,mm,253.3,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2000,7013362,Annual,Ann,QC,2000,,C,,C,,C,1191,mm,849.9,mm,341.1,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2001,7013362,Annual,Ann,QC,2001,,C,,C,,C,-9999.9,mm,-9999.9,mm,259.1,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2002,7013362,Annual,Ann,QC,2002,,C,,C,,C,1073.2,mm,787.8,mm,285.4,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2003,7013362,Annual,Ann,QC,2003,,C,,C,,C,1302.9,mm,1028.9,mm,274,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2004,7013362,Annual,Ann,QC,2004,,C,,C,,C,967.7,mm,734.3,mm,233.5,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2005,7013362,Annual,Ann,QC,2005,,C,,C,,C,1268.1,mm,990.1,mm,278,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2006,7013362,Annual,Ann,QC,2006,,C,,C,,C,1365.1,mm,1210.7,mm,154.4,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2007,7013362,Annual,Ann,QC,2007,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2008,7013362,Annual,Ann,QC,2008,,C,,C,,C,1285.8,mm,832.3,mm,453.5,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2009,7013362,Annual,Ann,QC,2009,,C,,C,,C,1175.7,mm,911.6,mm,264.1,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2010,7013362,Annual,Ann,QC,2010,,C,,C,,C,1224.2,mm,1082.2,mm,142.1,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2011,7013362,Annual,Ann,QC,2011,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2012,7013362,Annual,Ann,QC,2012,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2013,7013362,Annual,Ann,QC,2013,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2014,7013362,Annual,Ann,QC,2014,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2015,7013362,Annual,Ann,QC,2015,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2016,7013362,Annual,Ann,QC,2016,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2017,7013362,Annual,Ann,QC,2017,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1990,7014160,Annual,Ann,QC,1990,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1991,7014160,Annual,Ann,QC,1991,5.9,C,0,C,11.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1992,7014160,Annual,Ann,QC,1992,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1993,7014160,Annual,Ann,QC,1993,4.7,C,-1.1,C,10.4,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1994,7014160,Annual,Ann,QC,1994,4.9,C,-0.8,C,10.6,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1995,7014160,Annual,Ann,QC,1995,5.6,C,-0.1,C,11.2,C,,mm,,mm,,mm,1015.4,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1996,7014160,Annual,Ann,QC,1996,5.4,C,0,C,10.7,C,,mm,,mm,,mm,1016.6,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1997,7014160,Annual,Ann,QC,1997,4.7,C,-1.1,C,10.4,C,,mm,,mm,,mm,1014.5,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1998,7014160,Annual,Ann,QC,1998,7.1,C,1.6,C,12.6,C,,mm,,mm,,mm,1015.3,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.1999,7014160,Annual,Ann,QC,1999,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1016.5,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2000,7014160,Annual,Ann,QC,2000,5,C,-0.4,C,10.4,C,,mm,,mm,,mm,1016.5,hPa,-9999.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2001,7014160,Annual,Ann,QC,2001,-9999.9,C,0.9,C,-9999.9,C,,mm,,mm,,mm,1016.5,hPa,1013.6,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2002,7014160,Annual,Ann,QC,2002,6,C,0.6,C,11.5,C,,mm,,mm,,mm,1016.1,hPa,1013.5,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2003,7014160,Annual,Ann,QC,2003,-9999.9,C,-0.7,C,10.5,C,,mm,,mm,,mm,1015.9,hPa,1013.3,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2004,7014160,Annual,Ann,QC,2004,5,C,-0.7,C,10.7,C,,mm,,mm,,mm,1017.3,hPa,1014.7,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2005,7014160,Annual,Ann,QC,2005,6.1,C,0.6,C,11.7,C,,mm,,mm,,mm,1016.4,hPa,1013.8,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2006,7014160,Annual,Ann,QC,2006,7.1,C,2,C,12.2,C,,mm,,mm,,mm,1015,hPa,1012.5,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2007,7014160,Annual,Ann,QC,2007,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1016.3,hPa,1013.7,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2008,7014160,Annual,Ann,QC,2008,5.7,C,0.3,C,11.1,C,,mm,,mm,,mm,1016.1,hPa,1013.5,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2009,7014160,Annual,Ann,QC,2009,5.5,C,0.2,C,10.9,C,,mm,,mm,,mm,1016.5,hPa,1013.9,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2010,7014160,Annual,Ann,QC,2010,7.6,C,2.3,C,12.8,C,,mm,,mm,,mm,1013.6,hPa,1011,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2011,7014160,Annual,Ann,QC,2011,-9999.9,C,1.4,C,11.9,C,,mm,,mm,,mm,1015.4,hPa,1012.8,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2012,7014160,Annual,Ann,QC,2012,7.2,C,1.7,C,12.6,C,,mm,,mm,,mm,1015.6,hPa,1013,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2013,7014160,Annual,Ann,QC,2013,5.8,C,0.5,C,11,C,,mm,,mm,,mm,1016.7,hPa,1014.1,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2014,7014160,Annual,Ann,QC,2014,5.5,C,0.4,C,10.6,C,,mm,,mm,,mm,1016.1,hPa,1013.5,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2015,7014160,Annual,Ann,QC,2015,5.6,C,0,C,11.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2016,7014160,Annual,Ann,QC,2016,6.7,C,1.3,C,12.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2017,7014160,Annual,Ann,QC,2017,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-73.4,45.8,45.8,-73.4,7014160.2018,7014160,Annual,Ann,QC,2018,6.3,C,1.1,C,11.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
