x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_group__groupe_periode,period_value__valeur_periode,province__province,year__annee,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_min__temp_min,temp_min_units__temp_min_unites,temp_max__temp_max,temp_max_units__temp_max_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-123.7,48.7,48.7,-123.7,1012573.2011,1012573,Annual,Ann,BC,2011,9,C,4.7,C,13.2,C,1354.7,mm,1292.3,mm,62.4,mm,,hPa,,hPa,,kph
-123.7,48.7,48.7,-123.7,1012573.2012,1012573,Annual,Ann,BC,2012,9.8,C,5.5,C,14,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.7,48.7,48.7,-123.7,1012573.2013,1012573,Annual,Ann,BC,2013,10,C,5.6,C,14.3,C,1018,mm,1006.4,mm,11.5,mm,,hPa,,hPa,,kph
-123.7,48.7,48.7,-123.7,1012573.2014,1012573,Annual,Ann,BC,2014,10.7,C,6.1,C,15.2,C,1418.2,mm,1360.5,mm,57.6,mm,,hPa,,hPa,,kph
-123.7,48.7,48.7,-123.7,1012573.2015,1012573,Annual,Ann,BC,2015,-9999.9,C,-9999.9,C,-9999.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.7,48.7,48.7,-123.7,1012573.2016,1012573,Annual,Ann,BC,2016,-9999.9,C,-9999.9,C,-9999.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.7,48.7,48.7,-123.7,1012573.2017,1012573,Annual,Ann,BC,2017,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1990,1012710,Annual,Ann,BC,1990,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1991,1012710,Annual,Ann,BC,1991,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1992,1012710,Annual,Ann,BC,1992,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1993,1012710,Annual,Ann,BC,1993,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1994,1012710,Annual,Ann,BC,1994,,C,,C,,C,,mm,,mm,,mm,1015.7,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1995,1012710,Annual,Ann,BC,1995,,C,,C,,C,,mm,,mm,,mm,1015,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1996,1012710,Annual,Ann,BC,1996,,C,,C,,C,,mm,,mm,,mm,1015.5,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1997,1012710,Annual,Ann,BC,1997,,C,,C,,C,,mm,,mm,,mm,1016,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1998,1012710,Annual,Ann,BC,1998,,C,,C,,C,,mm,,mm,,mm,1014,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.1999,1012710,Annual,Ann,BC,1999,,C,,C,,C,,mm,,mm,,mm,1016.4,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2000,1012710,Annual,Ann,BC,2000,,C,,C,,C,,mm,,mm,,mm,1017.2,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2001,1012710,Annual,Ann,BC,2001,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2002,1012710,Annual,Ann,BC,2002,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2003,1012710,Annual,Ann,BC,2003,,C,,C,,C,,mm,,mm,,mm,1015.2,hPa,1014.8,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2004,1012710,Annual,Ann,BC,2004,,C,,C,,C,,mm,,mm,,mm,1016.6,hPa,1016.2,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2005,1012710,Annual,Ann,BC,2005,,C,,C,,C,,mm,,mm,,mm,1015.8,hPa,1015.4,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2006,1012710,Annual,Ann,BC,2006,,C,,C,,C,,mm,,mm,,mm,1015.7,hPa,1015.3,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2007,1012710,Annual,Ann,BC,2007,,C,,C,,C,,mm,,mm,,mm,1016.9,hPa,1016.5,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2008,1012710,Annual,Ann,BC,2008,,C,,C,,C,,mm,,mm,,mm,1016.8,hPa,1016.4,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2009,1012710,Annual,Ann,BC,2009,,C,,C,,C,,mm,,mm,,mm,1016.4,hPa,1016,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2010,1012710,Annual,Ann,BC,2010,,C,,C,,C,,mm,,mm,,mm,1013.8,hPa,1013.4,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2011,1012710,Annual,Ann,BC,2011,,C,,C,,C,,mm,,mm,,mm,1016.7,hPa,1016.3,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2012,1012710,Annual,Ann,BC,2012,,C,,C,,C,,mm,,mm,,mm,1015.5,hPa,1015.1,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2013,1012710,Annual,Ann,BC,2013,,C,,C,,C,,mm,,mm,,mm,1018.7,hPa,1018.3,hPa,,kph
-123.44,48.43,48.43,-123.44,1012710.2014,1012710,Annual,Ann,BC,2014,,C,,C,,C,,mm,,mm,,mm,1016.1,hPa,1015.7,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1990,1014820,Annual,Ann,BC,1990,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1991,1014820,Annual,Ann,BC,1991,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1992,1014820,Annual,Ann,BC,1992,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1993,1014820,Annual,Ann,BC,1993,,C,,C,,C,,mm,,mm,,mm,1016.2,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1994,1014820,Annual,Ann,BC,1994,,C,,C,,C,,mm,,mm,,mm,1015.2,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1995,1014820,Annual,Ann,BC,1995,,C,,C,,C,,mm,,mm,,mm,1014.7,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1996,1014820,Annual,Ann,BC,1996,,C,,C,,C,,mm,,mm,,mm,1014.7,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1997,1014820,Annual,Ann,BC,1997,,C,,C,,C,,mm,,mm,,mm,1015.3,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1998,1014820,Annual,Ann,BC,1998,,C,,C,,C,,mm,,mm,,mm,1013,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.1999,1014820,Annual,Ann,BC,1999,,C,,C,,C,,mm,,mm,,mm,1014.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2000,1014820,Annual,Ann,BC,2000,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2001,1014820,Annual,Ann,BC,2001,,C,,C,,C,,mm,,mm,,mm,1015.7,hPa,971.7,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2002,1014820,Annual,Ann,BC,2002,,C,,C,,C,,mm,,mm,,mm,1016.4,hPa,972.7,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2003,1014820,Annual,Ann,BC,2003,,C,,C,,C,,mm,,mm,,mm,1014.9,hPa,971.4,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2004,1014820,Annual,Ann,BC,2004,,C,,C,,C,,mm,,mm,,mm,1015.6,hPa,972.1,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2005,1014820,Annual,Ann,BC,2005,,C,,C,,C,,mm,,mm,,mm,1014.6,hPa,971.3,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2006,1014820,Annual,Ann,BC,2006,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2007,1014820,Annual,Ann,BC,2007,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2008,1014820,Annual,Ann,BC,2008,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2009,1014820,Annual,Ann,BC,2009,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2010,1014820,Annual,Ann,BC,2010,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2011,1014820,Annual,Ann,BC,2011,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2012,1014820,Annual,Ann,BC,2012,,C,,C,,C,,mm,,mm,,mm,1014.7,hPa,971.2,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2013,1014820,Annual,Ann,BC,2013,,C,,C,,C,,mm,,mm,,mm,1017.7,hPa,974,hPa,,kph
-123.53,48.57,48.57,-123.53,1014820.2014,1014820,Annual,Ann,BC,2014,,C,,C,,C,,mm,,mm,,mm,1015.3,hPa,971.8,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1990,1016940,Annual,Ann,BC,1990,10.2,C,6.1,C,14.1,C,1225.8,mm,1179.2,mm,46.6,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1991,1016940,Annual,Ann,BC,1991,10.2,C,6.3,C,14,C,959.2,mm,918,mm,41.2,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1992,1016940,Annual,Ann,BC,1992,10.9,C,6.7,C,14.9,C,878.6,mm,859.5,mm,19.1,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1993,1016940,Annual,Ann,BC,1993,10,C,6,C,14,C,750.4,mm,736.2,mm,14.1,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1994,1016940,Annual,Ann,BC,1994,10.5,C,6.5,C,14.6,C,966.5,mm,948.4,mm,18.1,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1995,1016940,Annual,Ann,BC,1995,10.9,C,6.8,C,15,C,1100.2,mm,1097.5,mm,2.7,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1996,1016940,Annual,Ann,BC,1996,9.9,C,6.1,C,13.6,C,1114.6,mm,1033.1,mm,81.5,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1997,1016940,Annual,Ann,BC,1997,10.7,C,6.9,C,14.5,C,1203.3,mm,1199.8,mm,3.5,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1998,1016940,Annual,Ann,BC,1998,10.9,C,7,C,14.7,C,1076.5,mm,1040.9,mm,35.6,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.1999,1016940,Annual,Ann,BC,1999,10.2,C,6.5,C,13.8,C,1244.8,mm,1244.8,mm,0,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2000,1016940,Annual,Ann,BC,2000,10.2,C,6.5,C,13.8,C,742.8,mm,731,mm,11.7,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2001,1016940,Annual,Ann,BC,2001,10.2,C,6.4,C,13.9,C,894.3,mm,879.2,mm,15.1,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2002,1016940,Annual,Ann,BC,2002,10.3,C,6.3,C,14.1,C,726,mm,708.8,mm,17.3,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2003,1016940,Annual,Ann,BC,2003,11,C,7.1,C,14.8,C,1093.8,mm,1086.5,mm,7.3,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2004,1016940,Annual,Ann,BC,2004,11.1,C,7.2,C,15,C,923,mm,904.4,mm,18.6,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2005,1016940,Annual,Ann,BC,2005,10.5,C,6.6,C,14.5,C,845.7,mm,814.2,mm,31.5,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2006,1016940,Annual,Ann,BC,2006,10.3,C,6.2,C,14.5,C,1087.2,mm,1083.8,mm,3.4,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2007,1016940,Annual,Ann,BC,2007,9.9,C,6,C,13.8,C,1059.9,mm,1051.3,mm,8.5,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2008,1016940,Annual,Ann,BC,2008,9.5,C,5.7,C,13.3,C,760.9,mm,720.7,mm,40.2,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2009,1016940,Annual,Ann,BC,2009,9.8,C,6,C,13.6,C,959.6,mm,956.5,mm,3.1,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2010,1016940,Annual,Ann,BC,2010,10.2,C,6.8,C,13.6,C,995.2,mm,978.7,mm,16.5,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2011,1016940,Annual,Ann,BC,2011,9.3,C,5.7,C,12.9,C,888.6,mm,886.3,mm,2.3,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2012,1016940,Annual,Ann,BC,2012,9.8,C,6.1,C,13.4,C,1068.1,mm,1054.8,mm,13.3,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2013,1016940,Annual,Ann,BC,2013,-9999.9,C,-9999.9,C,13.6,C,766.7,mm,763.6,mm,3.2,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2014,1016940,Annual,Ann,BC,2014,10.9,C,7.2,C,14.6,C,984,mm,971.9,mm,12.1,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2015,1016940,Annual,Ann,BC,2015,11.6,C,7.7,C,15.5,C,981,mm,981,mm,0,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2016,1016940,Annual,Ann,BC,2016,-9999.9,C,-9999.9,C,-9999.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2017,1016940,Annual,Ann,BC,2017,-9999.9,C,6.5,C,14.1,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2018,1016940,Annual,Ann,BC,2018,11,C,7.1,C,14.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.4,48.6,48.6,-123.4,1016940.2019,1016940,Annual,Ann,BC,2019,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1990,1016995,Annual,Ann,BC,1990,10.6,C,7.3,C,13.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1991,1016995,Annual,Ann,BC,1991,10.6,C,7.3,C,13.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1992,1016995,Annual,Ann,BC,1992,11.5,C,8,C,14.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1993,1016995,Annual,Ann,BC,1993,10.4,C,7,C,13.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1994,1016995,Annual,Ann,BC,1994,11,C,7.5,C,14.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1995,1016995,Annual,Ann,BC,1995,11.2,C,7.6,C,14.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1996,1016995,Annual,Ann,BC,1996,10.1,C,6.7,C,13.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1997,1016995,Annual,Ann,BC,1997,11.2,C,7.6,C,14.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1998,1016995,Annual,Ann,BC,1998,11.8,C,8.2,C,15.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.1999,1016995,Annual,Ann,BC,1999,10.8,C,7.2,C,14.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2000,1016995,Annual,Ann,BC,2000,10.6,C,7,C,14.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2001,1016995,Annual,Ann,BC,2001,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2002,1016995,Annual,Ann,BC,2002,-9999.9,C,-9999.9,C,14.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2003,1016995,Annual,Ann,BC,2003,11.1,C,7.3,C,14.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2004,1016995,Annual,Ann,BC,2004,11.7,C,8.2,C,15.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2005,1016995,Annual,Ann,BC,2005,11.2,C,7.8,C,14.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2006,1016995,Annual,Ann,BC,2006,11.1,C,7.6,C,14.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2007,1016995,Annual,Ann,BC,2007,10.5,C,7.3,C,13.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2008,1016995,Annual,Ann,BC,2008,10.3,C,6.9,C,13.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2009,1016995,Annual,Ann,BC,2009,10.7,C,7.2,C,14.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2010,1016995,Annual,Ann,BC,2010,11.1,C,7.8,C,14.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2011,1016995,Annual,Ann,BC,2011,10.3,C,7.1,C,13.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2012,1016995,Annual,Ann,BC,2012,10.8,C,7.5,C,14.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2013,1016995,Annual,Ann,BC,2013,11.2,C,7.8,C,14.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2014,1016995,Annual,Ann,BC,2014,11.8,C,8.3,C,15.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2015,1016995,Annual,Ann,BC,2015,12.5,C,8.9,C,15.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2016,1016995,Annual,Ann,BC,2016,11.9,C,8.5,C,15.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2017,1016995,Annual,Ann,BC,2017,10.9,C,7.3,C,14.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2018,1016995,Annual,Ann,BC,2018,11.9,C,8.2,C,15.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.5,48.8,48.8,-123.5,1016995.2019,1016995,Annual,Ann,BC,2019,11.4,C,7.9,C,14.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1990,1017099,Annual,Ann,BC,1990,9.9,C,6.7,C,12.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1991,1017099,Annual,Ann,BC,1991,9.9,C,6.9,C,12.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1992,1017099,Annual,Ann,BC,1992,10.7,C,7.6,C,13.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1993,1017099,Annual,Ann,BC,1993,9.8,C,6.8,C,12.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1994,1017099,Annual,Ann,BC,1994,10.3,C,7.2,C,13.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1995,1017099,Annual,Ann,BC,1995,10.6,C,7.3,C,13.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1996,1017099,Annual,Ann,BC,1996,9.3,C,6.3,C,12.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1997,1017099,Annual,Ann,BC,1997,10.4,C,7.3,C,13.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1,48.7,48.7,-123.1,1017099.1998,1017099,Annual,Ann,BC,1998,10.7,C,7.6,C,13.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
